,EUR,JPY,GBP,AUD,CHF,CAD,KRW,MXN,INR,BRL,EGP,MUR,KES,NGN,ZAR
15/09/1998,1.1605,134.045,1.6763,1.67419,1.3957,1.50205,1381.5,10.14,42.5,1.1795,3.40375,24.47499,60,94.34999,6.16
16/09/1998,1.1609,134.295,1.679,1.68435,1.393,1.51445,1375.5,10.085,42.47499,1.18005,3.40399,24.42499,60.06,88,6.1
17/09/1998,1.1595,131.925,1.6825,1.70502,1.3912,1.52905,1382.5,10.23,42.47499,1.17885,3.40874,24.42499,60,88.5,6.14275
18/09/1998,1.16255,132.675,1.6835,1.68947,1.394,1.52375,1386,10.165,42.5,1.18095,3.40874,24.495,60.125,88.5,6.135
21/09/1998,1.1619,134.565,1.6825,1.7059,1.3908,1.52995,1392.5,10.1445,42.495,1.18145,3.40874,24.45499,60.14999,90.34999,6.12525
22/09/1998,1.1679,135.52,1.6814,1.71764,1.38975,1.52945,1398.5,10.24,42.5,1.18345,3.409,24.52499,60.26999,90.34999,5.945
23/09/1998,1.1695,135.625,1.6855,1.73462,1.3907,1.51425,1402,10.045,42.5,1.18345,3.41,24.52499,60.14999,86.5,5.89
24/09/1998,1.1739,134.85,1.6955,1.71879,1.3865,1.51345,1392.5,10.165,42.5,1.18345,3.41,24.495,60.22499,90.75,5.8
25/09/1998,1.1718,136.165,1.699,1.69751,1.3863,1.51225,1386.5,10.125,42.5,1.18445,3.41,24.25999,60.22499,90.75,5.825
28/09/1998,1.1748,135.905,1.7108,1.69979,1.3875,1.50965,1382.65,10.155,42.50999,1.18445,3.40874,24.23499,60.04999,90.75,5.83
29/09/1998,1.1779,134.395,1.7095,1.67617,1.3875,1.51645,1371.5,10.145,42.42499,1.18475,3.42,24.52499,60.09999,86.39999,5.83
30/09/1998,1.1795,136.455,1.69845,1.68634,1.3785,1.5305,1390.75,10.275,42.42999,1.18425,3.408,24.58499,60,90,5.95
01/10/1998,1.1927,135.945,1.70395,1.67028,1.3607,1.54785,1388.6,10.37,42.39999,1.1795,3.40399,24.5,59.95,90,6.12525
02/10/1998,1.1957,135.55,1.69915,1.68805,1.3555,1.5445,1388.25,10.175,42.36499,1.18465,3.40399,24.39999,59.995,86.5,6.065
05/10/1998,1.2053,134.3,1.6838,1.67265,1.342,1.557,1388,10.19,42.39999,1.18485,3.41,24.43999,59.97499,89.59999,6.065
06/10/1998,1.2087,130.03,1.6855,1.7033,1.34,1.5482,1388,10.19,42.375,1.18275,3.41,24.39999,59.95,86.5,5.985
07/10/1998,1.2177,121.3,1.7005,1.64799,1.31045,1.52355,1381,10.28,42.29999,1.18225,3.409,24.47499,59.92499,90.5,5.74
08/10/1998,1.2245,118.85,1.7115,1.61262,1.3167,1.5472,1360,10.25,42.34999,1.18425,3.40874,24.47499,59.84999,90.89999,5.79
09/10/1998,1.2115,116.65,1.7055,1.63052,1.3215,1.5425,1330,10.175,42.29999,1.18635,3.40874,24.47499,59.89999,91.14999,5.77
12/10/1998,1.198,117.5,1.6914,1.61235,1.34025,1.5403,1319,10.175,42.31999,1.18635,3.40874,24.2,59.89999,91.09999,5.785
13/10/1998,1.2045,118.85,1.70625,1.59874,1.32225,1.547,1338,10.196,42.34999,1.18745,3.409,24.47499,59.88499,91.5,5.77175
14/10/1998,1.1999,118.7,1.7059,1.58855,1.33575,1.5425,1348,10.1575,42.29999,1.18775,3.40874,24.47499,59.875,91.5,5.68
15/10/1998,1.2064,115.65,1.71,1.58103,1.3135,1.539,1334.5,9.985,42.29999,1.1878,3.40874,24.545,59.84,92,5.585
16/10/1998,1.2167,115.27,1.7025,1.56814,1.31925,1.545,1323.5,10.045,42.29999,1.18835,3.40874,24.53499,59.84999,92.14999,5.69
19/10/1998,1.204,114.355,1.7007,1.58415,1.32695,1.5445,1326,10.055,42.25,1.18945,3.41,24.62999,59.84999,91.75,5.645
20/10/1998,1.2023,116.505,1.7097,1.58554,1.3455,1.5375,1328,10.043,42.28999,1.1879,3.3995,24.56499,59.77499,91.89999,5.705
21/10/1998,1.1959,117.075,1.697,1.58958,1.3542,1.545,1324.5,10.005,42.28,1.1901,3.408,24.575,59.79999,92.04999,5.71
22/10/1998,1.2011,117.35,1.6955,1.60078,1.33875,1.5435,1322.75,9.98,42.26999,1.18995,3.41275,24.625,59.79999,92.04999,5.71
23/10/1998,1.2015,118.07,1.6888,1.60156,1.339,1.5431,1317,10.045,42.29999,1.19045,3.41275,24.655,59.79999,92,5.74
26/10/1998,1.1875,119.33,1.6635,1.61706,1.3619,1.538,1314.5,10.035,42.325,1.1908,3.41,24.825,59.79999,91.34999,5.74975
27/10/1998,1.1889,117.97,1.67625,1.63024,1.3455,1.5427,1319.5,10.125,42.25499,1.19195,3.41275,24.77499,59.79999,86.89999,5.745
28/10/1998,1.1883,118.065,1.673,1.61188,1.348,1.5383,1315,10.165,42.27499,1.19195,3.404,24.77499,59.79999,91.34999,5.73525
29/10/1998,1.1905,116.725,1.67555,1.61163,1.34565,1.548,1314.5,10.195,42.375,1.1909,3.43,24.77499,59.77499,90.5,5.72
30/10/1998,1.1887,115.85,1.67495,1.60617,1.35115,1.5427,1319.5,10.045,42.375,1.19295,3.43,24.77499,59.64999,89.5,5.59
02/11/1998,1.187,114.85,1.6644,1.59899,1.35075,1.533,1319,10,42.29999,1.19295,3.41275,24.77499,59.64999,89.5,5.64
03/11/1998,1.1821,115.255,1.659,1.60358,1.3587,1.5245,1314.5,9.965,42.29999,1.1911,3.40448,24.77499,59.59999,89.5,5.6225
04/11/1998,1.1773,116.685,1.65875,1.58829,1.3665,1.5195,1311.75,9.95,42.28999,1.1904,3.40874,24.77499,59.59999,89.75,5.5825
05/11/1998,1.1817,117.905,1.66125,1.57929,1.36475,1.5242,1316,9.945,42.34,1.18825,3.40448,24.77499,59.59999,89.39999,5.58025
06/11/1998,1.1745,119.1,1.6613,1.58832,1.378,1.533,1311.5,9.965,42.29999,1.18805,3.40448,24.77499,59.59999,89.59999,5.50025
09/11/1998,1.165,121.85,1.66375,1.57845,1.39625,1.5357,1314.9,9.99,42.28499,1.1894,3.41275,24.795,59.625,86.5,5.565
10/11/1998,1.169,122.265,1.6587,1.59311,1.3867,1.544,1316.5,10.045,42.295,1.1911,3.408,24.795,59.59999,89.59999,5.66
11/11/1998,1.1728,121.905,1.6627,1.58555,1.3835,1.5453,1315.35,10.025,42.27499,1.1899,3.40496,24.795,59.59999,90.59999,5.71
12/11/1998,1.1671,121.83,1.6603,1.5868,1.3875,1.546,1316.8,10.035,42.31999,1.1909,3.41,24.77499,59.59999,86.29999,5.72125
13/11/1998,1.1675,122.805,1.664,1.56529,1.38835,1.5495,1317,10.005,42.355,1.1904,3.41,24.77499,59.56,90,5.70525
16/11/1998,1.18,120.215,1.6768,1.56674,1.374,1.551,1316.25,9.9575,42.35999,1.1906,3.41,24.77499,59.575,90,5.67025
17/11/1998,1.1784,121.065,1.67675,1.57901,1.37425,1.547,1297.5,9.91,42.45,1.1902,3.41275,24.715,59.54999,90,5.7
18/11/1998,1.1737,121.67,1.6697,1.57382,1.38,1.5528,1295,9.9325,42.42499,1.1926,3.41275,24.72499,59.54999,90.75,5.67275
19/11/1998,1.1669,119.65,1.66615,1.55196,1.3876,1.5492,1287,9.93,42.45,1.19325,3.40874,24.715,59.545,90.75,5.64025
20/11/1998,1.1617,120.4,1.6557,1.55667,1.3935,1.5475,1263,9.895,42.39999,1.1956,3.40874,24.72499,59.54999,90.75,5.6075
23/11/1998,1.155,120.985,1.65675,1.56054,1.404,1.5495,1244,9.875,42.42499,1.19525,3.41,24.75499,59.54999,90.75,5.675
24/11/1998,1.1559,121.125,1.65975,1.56517,1.40655,1.5509,1255,9.915,42.42999,1.1974,3.41275,24.795,59.53999,90.75,5.69
25/11/1998,1.1549,121.695,1.66115,1.55861,1.41,1.539,1250,9.927,42.42499,1.19945,3.41275,24.765,59.79999,90,5.685
26/11/1998,1.15415,121.95,1.6605,1.57012,1.407,1.5388,1241.5,9.94,42.53999,1.19975,3.41,24.97499,59.97499,89.25,5.6975
27/11/1998,1.1488,123.04,1.6538,1.57779,1.4123,1.5343,1243,9.98,42.54999,1.2004,3.41,24.77499,60.075,90.5,5.7
30/11/1998,1.1601,123.015,1.64815,1.58079,1.39415,1.533,1246,10.0025,42.56,1.2015,3.4045,24.78499,60.25,90.75,5.6955
01/12/1998,1.1658,122.12,1.654,1.58657,1.382,1.5315,1244.5,9.98,42.56999,1.2011,3.41,24.95,60.34999,90,5.6535
02/12/1998,1.1736,120.115,1.667,1.56938,1.367,1.5325,1238.5,9.94,42.575,1.20065,3.41425,25,60.64999,90,5.6775
03/12/1998,1.1755,118.35,1.6663,1.60173,1.3615,1.5382,1227.5,10.03,42.54999,1.20205,3.41,24.67499,60.75,89,5.705
04/12/1998,1.1716,118.705,1.6625,1.61235,1.3675,1.5345,1214.8,10,42.53999,1.2024,3.41,24.89999,61.625,86,5.875
07/12/1998,1.1683,119.7,1.6518,1.62099,1.3768,1.5387,1208.5,9.97,42.59999,1.20165,3.41425,24.79999,61.39999,85.79999,5.915
08/12/1998,1.1765,119.135,1.6583,1.61654,1.3617,1.5443,1215,9.94,42.56999,1.20345,3.41,24.70499,61.67499,85.79999,6.03025
09/12/1998,1.1756,117.875,1.6557,1.6274,1.3585,1.5405,1215,9.955,42.54999,1.20325,3.41,24.77499,61.7,88.89999,5.995
10/12/1998,1.1885,117.055,1.6717,1.61108,1.336,1.54,1206.5,9.93,42.52499,1.20195,3.41,24.67,61.75,85.77499,5.96
11/12/1998,1.1906,116.575,1.6892,1.60152,1.3285,1.542,1207.5,9.925,42.56,1.2045,3.41,24.64499,62.34999,86.14999,5.965
14/12/1998,1.1913,115.565,1.6927,1.6176,1.3275,1.541,1203.5,9.96,42.54999,1.2045,3.41,24.64499,63.95,88.64999,6.03775
15/12/1998,1.1832,116.645,1.685,1.60181,1.3425,1.5415,1211.5,9.903,42.54999,1.20395,3.40874,24.79999,62.84999,88.89999,6.03
16/12/1998,1.1783,116.885,1.6705,1.60539,1.3515,1.5392,1208.75,9.814,42.53,1.20505,3.41,24.64499,61.75,88.75,6.01
17/12/1998,1.1782,116.22,1.6735,1.60486,1.34915,1.5425,1209.55,9.835,42.54999,1.2064,3.42225,24.75,61.7,85.39999,5.87775
18/12/1998,1.1797,116.13,1.6817,1.61058,1.3483,1.544,1208.25,9.795,42.54999,1.20645,3.42225,24.75,62.25,87.5,5.90525
21/12/1998,1.176,116.145,1.68385,1.62049,1.3588,1.5505,1194,9.79,42.52499,1.20645,3.41,24.685,62.64999,88.75,5.91
22/12/1998,1.1754,116.6,1.6797,1.62193,1.3635,1.5531,1202,9.785,42.53,1.20695,3.41,24.715,62.09999,90,5.91975
23/12/1998,1.1727,115.885,1.678,1.62603,1.363,1.552,1206.5,9.855,42.52499,1.20745,3.41,24.70499,61.64999,91.5,5.91975
24/12/1998,1.1673,116.165,1.674,1.62603,1.3767,1.55,1207.3,9.882,42.54999,1.20745,3.41,24.75,62.075,91.75,5.91525
25/12/1998,1.16725,116.575,1.6723,1.62603,1.3742,1.5515,1207.3,9.882,42.54999,1.20745,3.41,24.75,62.075,91.75,5.91525
28/12/1998,1.1716,115.97,1.6763,1.64337,1.3683,1.5518,1209.25,9.852,42.53,1.20795,3.41,24.77499,62.14999,89.09999,5.88
29/12/1998,1.174,115.465,1.68165,1.63454,1.3687,1.55125,1209.5,9.88,42.51999,1.20795,3.4145,24.84999,62.2,88.5,5.87775
30/12/1998,1.1681,115.05,1.66,1.63453,1.382,1.5487,1200.5,9.93,42.53,1.20795,3.41,24.7,61.89999,93.25,5.87
31/12/1998,1.1723,113.25,1.65415,1.62767,1.374,1.5305,1203,9.905,42.46999,1.20825,3.41,24.73,61.77499,91.75,5.89025
01/01/1999,1.1723,113.25,1.65415,1.62767,1.374,1.5305,1203,9.905,42.46999,1.20825,3.41,24.73,61.77499,91.75,5.89025
04/01/1999,1.18275,111.875,1.65855,1.61901,1.3665,1.527,1186.25,9.841,42.53999,1.20725,3.40874,24.7,61.79999,90.5,5.8625
05/01/1999,1.17635,111.415,1.65415,1.60754,1.371,1.5125,1164.5,9.795,42.52499,1.208,3.41,24.5,62.02499,91.29999,5.767
06/01/1999,1.16175,112.935,1.65495,1.60534,1.39255,1.511,1157.5,9.835,42.5,1.20895,3.40874,24.75,62,92.5,5.685
07/01/1999,1.17085,111.115,1.652,1.58471,1.37825,1.51375,1149.5,9.83,42.47499,1.21025,3.40874,24.64999,62.09999,91.5,5.77275
08/01/1999,1.1575,111.03,1.6423,1.57604,1.3945,1.5126,1172.5,9.85,42.5,1.21015,3.40874,24.70499,62.04999,91.5,5.83775
11/01/1999,1.15025,108.635,1.6297,1.56781,1.4005,1.5053,1172.5,9.945,42.5,1.2107,3.40874,24.75499,61.97499,92.34999,5.9725
12/01/1999,1.15725,112.375,1.632,1.56575,1.3865,1.5135,1175,10.2,42.47499,1.21105,3.41,24.795,61.95,95,6.05
13/01/1999,1.1673,113.115,1.64895,1.57542,1.36225,1.5234,1173.5,10.54,42.48,1.31,3.41,24.825,61.79999,92.5,6.15
14/01/1999,1.16975,113.675,1.65605,1.57709,1.3583,1.5345,1186,10.765,42.48999,1.31975,3.41,24.75499,61.29999,95.09999,6.31775
15/01/1999,1.15575,114.015,1.6503,1.58373,1.384,1.5258,1183.5,10.21,42.45,1.42,3.41,24.72499,61.47499,91.39999,5.95525
18/01/1999,1.16175,114.3,1.65255,1.57482,1.379,1.527,1181.25,10.215,42.5,1.58,3.41,24.89999,61.54999,95.5,6.01
19/01/1999,1.16085,113.45,1.6575,1.5781,1.376,1.5293,1175.3,10.185,42.47499,1.545,3.41,24.77499,61.54999,95.5,6.03275
20/01/1999,1.15615,112.855,1.6457,1.5656,1.3877,1.5213,1166.5,10.1975,42.5,1.585,3.41475,24.79999,61.52499,91,6.02275
21/01/1999,1.16,113.625,1.6522,1.57042,1.3857,1.5165,1172.75,10.19,42.48999,1.736,3.4505,24.77499,61.84999,95.5,6.08025
22/01/1999,1.159,114.47,1.6563,1.5715,1.3817,1.518,1179.75,10.21,42.5,1.71,3.4505,24.84999,61.95,95,6.03775
25/01/1999,1.1553,114.075,1.6577,1.58539,1.3875,1.5208,1179.5,10.245,42.45,1.79,3.41275,24.79999,61.95,86,6.04
26/01/1999,1.15635,113.785,1.6595,1.58223,1.3895,1.5205,1175.5,10.155,42.46999,1.83,3.41275,24.79999,61.75,95,6.015
27/01/1999,1.1443,115.675,1.64675,1.58464,1.4095,1.5192,1174.75,10.225,42.46999,1.9,3.40925,24.80499,61.7,87,6.03525
28/01/1999,1.14195,116.4,1.6495,1.60044,1.4115,1.5182,1175.4,10.195,42.5,1.93,3.41275,24.75,61.75,95,6.03025
29/01/1999,1.13655,116.25,1.64575,1.58617,1.4153,1.5105,1175,10.17,42.48999,2.085,3.41275,24.84999,61.79999,95,6.06225
01/02/1999,1.13035,115.035,1.64165,1.57712,1.42175,1.5082,1174.75,10.098,42.5,1.905,3.41,24.855,61.79999,94.64999,6.03
02/02/1999,1.13505,112.15,1.6395,1.5656,1.4135,1.51475,1170,10.035,42.48999,1.75,3.41,24.875,61.825,87,6.0125
03/02/1999,1.13055,112.905,1.63515,1.55831,1.4185,1.5106,1170.3,10.11,42.45,1.78,3.41,24.87999,61.825,90.75,6.01
04/02/1999,1.1336,112.1,1.645,1.56617,1.41465,1.4905,1170.5,10.085,42.46999,1.8,3.41275,24.89999,61.84999,87.2,6.04
05/02/1999,1.12675,113.225,1.6325,1.53901,1.4218,1.4905,1170.1,10.0675,42.45,1.83,3.41275,24.855,61.72499,87.09999,5.93525
08/02/1999,1.13235,114.575,1.63955,1.53043,1.416,1.49185,1175.75,10.08,42.45,1.91,3.41275,24.855,61.81,91.59999,6
09/02/1999,1.1306,114.105,1.63785,1.54498,1.4175,1.4954,1175.5,10.085,42.45,1.9,3.41,24.84999,61.75,87.2,6.08525
10/02/1999,1.133,114.445,1.62665,1.55258,1.40855,1.4895,1177.7,9.995,42.42499,1.88,3.41475,24.875,61.875,91.59999,6.09525
11/02/1999,1.1211,114.655,1.622,1.54507,1.4273,1.4922,1175.35,10,42.45999,1.905,3.408,24.875,61.81,92.5,6.07775
12/02/1999,1.1306,114.1,1.634,1.55821,1.414,1.4912,1175.55,9.94,42.5,1.9,3.408,24.92499,61.83499,87.2,6.095
15/02/1999,1.1224,115.505,1.62675,1.54123,1.42335,1.4929,1175.55,9.925,42.45,1.9,3.41275,24.75,61.84999,88.2,6.115
16/02/1999,1.12025,118.665,1.6337,1.56183,1.4263,1.4942,1175,9.915,42.45999,1.9,3.41,24.75,62,88.29999,6.13775
17/02/1999,1.12465,118.935,1.6345,1.57943,1.4205,1.4956,1175,9.9075,42.45,1.91,3.40805,24.875,62.02499,92.75,6.175
18/02/1999,1.12005,119.725,1.6355,1.5747,1.4285,1.486,1181.9,9.925,42.45999,1.91,3.41275,24.855,62.64999,87.5,6.17525
19/02/1999,1.10765,121.08,1.62225,1.56829,1.4455,1.487,1204.5,9.939,42.42,1.93,3.41275,24.875,64.09999,87.75,6.26775
22/02/1999,1.10345,121.005,1.627,1.5682,1.4505,1.4955,1216.5,9.939,42.375,1.96,3.41275,24.92,65.25,87.7,6.20525
23/02/1999,1.10085,120.87,1.6153,1.56684,1.4477,1.4956,1211.5,9.9675,42.39999,1.995,3.41275,24.97499,64.7,87.59999,6.22
24/02/1999,1.10005,121.53,1.5973,1.57953,1.4458,1.4995,1217.5,9.95,42.54999,2.035,3.41875,24.95,64,87.7,6.1975
25/02/1999,1.1042,119.735,1.6033,1.58952,1.439,1.512,1224,9.98,42.54999,2.04,3.41875,24.94499,63.92499,92.5,6.17525
26/02/1999,1.1025,118.975,1.603,1.61027,1.447,1.508,1223.5,9.8975,42.67999,2.035,3.41875,24.94499,63.79999,87,6.19025
01/03/1999,1.089,119.9,1.6073,1.61204,1.463,1.5219,1219.5,9.93,42.5,2.14,3.41875,25,63.64999,87.29999,6.235
02/03/1999,1.09335,120.15,1.61585,1.60484,1.45685,1.5216,1224.35,9.962,42.515,2.16,3.41875,24.995,63.54999,87.79999,6.23525
03/03/1999,1.08825,121.865,1.61465,1.60116,1.4612,1.5265,1229.3,9.959,42.515,2.14,3.41875,25,63.54999,87.09999,6.24
04/03/1999,1.08085,123.235,1.61045,1.61102,1.47135,1.524,1239.5,9.915,42.5,2.065,3.41875,25,63.54999,87.89999,6.225
05/03/1999,1.08325,122.8,1.6067,1.59795,1.4687,1.5183,1241.75,9.88,42.515,1.98,3.41875,25.015,63.59999,88,6.20525
08/03/1999,1.0885,121.645,1.6087,1.5926,1.4637,1.5166,1239,9.79,42.5,1.975,3.4055,25.015,63.59999,88.09999,6.17375
09/03/1999,1.08865,121.025,1.6187,1.57387,1.4665,1.5193,1235.35,9.8,42.46999,1.88,3.40425,25,63.59999,87.64999,6.16425
10/03/1999,1.09455,119.765,1.6265,1.5679,1.4595,1.5225,1232.95,9.765,42.39499,1.8735,3.408,24.98499,63.95,87.64999,6.145
11/03/1999,1.10305,119.145,1.63655,1.57558,1.45355,1.524,1230,9.75,42.42999,1.905,3.4055,24.95499,63.79999,87.79999,6.1375
12/03/1999,1.0912,118.75,1.6315,1.57437,1.466,1.5243,1233.5,9.715,42.45,1.9125,3.4055,25.02499,63.77499,87.79999,6.2005
15/03/1999,1.09425,117.735,1.6228,1.57836,1.4647,1.5262,1230.5,9.67,42.435,1.86,3.40642,24.97499,63.84999,87.325,6.21625
16/03/1999,1.099,117.63,1.6285,1.59372,1.4547,1.52875,1222.5,9.685,42.42499,1.87,3.4105,25.01999,63.95,87.295,6.27
17/03/1999,1.10015,118.145,1.63,1.59406,1.4515,1.5213,1227,9.66,42.42999,1.874,3.4055,24.965,64.09999,87.28499,6.2125
18/03/1999,1.09775,117.475,1.6293,1.58648,1.4571,1.519,1223,9.665,42.42499,1.8525,3.4105,25.02499,64.09999,87.96999,6.23575
19/03/1999,1.08995,117.15,1.6283,1.5922,1.4664,1.5153,1215,9.692,42.39999,1.85,3.4105,24.965,64.17499,88.88499,6.19
22/03/1999,1.09125,118.165,1.62845,1.58515,1.4623,1.5023,1222.75,9.68,42.34499,1.845,3.413,25.00499,64.125,88.855,6.1825
23/03/1999,1.0915,118.275,1.63835,1.56387,1.4575,1.5077,1225.25,9.68,42.39999,1.845,3.413,25.04999,64.22499,88.855,6.235
24/03/1999,1.0885,117.955,1.63435,1.56658,1.46485,1.50855,1223.2,9.675,42.42499,1.8375,3.413,25.00499,64.325,88.855,6.205
25/03/1999,1.08345,118.185,1.62345,1.57214,1.471,1.5075,1220,9.635,42.39999,1.7875,3.4089,25.00499,64.34999,91.67,6.215
26/03/1999,1.07695,120.25,1.6237,1.56827,1.4795,1.5137,1222.65,9.59,42.39999,1.7725,3.4089,25.14999,64.84999,91.67,6.2475
29/03/1999,1.0735,120.25,1.61555,1.57938,1.485,1.514,1225.1,9.525,42.39999,1.7575,3.4089,25.075,64.89999,93,6.2275
30/03/1999,1.0723,120.355,1.61215,1.58939,1.4902,1.5107,1222.5,9.54,42.42499,1.7425,3.407,25.06499,64.89999,93.66499,6.195
31/03/1999,1.077,118.85,1.61075,1.58656,1.48175,1.508,1227,9.52,42.405,1.7175,3.413,25.06999,65,93.67,6.15525
01/04/1999,1.0798,120.695,1.6023,1.57151,1.48,1.4987,1224,9.528,42.42499,1.725,3.413,25.01999,65,92.90999,6.16875
02/04/1999,1.07945,120.775,1.6035,1.57151,1.4805,1.495,1224.9,9.505,42.325,1.725,3.413,25.03499,65,91.7,6.17
05/04/1999,1.07165,121.745,1.6001,1.57151,1.48915,1.5015,1226.5,9.468,42.39999,1.7375,3.4065,25.02499,65,91.7,6.175
06/04/1999,1.08355,120.655,1.59125,1.591,1.47465,1.50225,1223.5,9.51,42.64999,1.7325,3.41275,25.23,64.95,92.75,6.175
07/04/1999,1.07695,121.35,1.5967,1.59083,1.4825,1.4983,1224,9.459,42.64999,1.73,3.4145,25.14999,65,92.75,6.19575
08/04/1999,1.07605,121.17,1.6062,1.60125,1.486,1.4996,1222,9.505,42.64999,1.7125,3.4145,25.13499,65.25,92.75,6.2175
09/04/1999,1.08045,120.9,1.6075,1.59284,1.4834,1.5003,1221,9.535,42.70499,1.7025,3.4145,25.15999,65.29999,92,6.18
12/04/1999,1.08075,120.365,1.612,1.57302,1.48585,1.4918,1220,9.511,42.67,1.69,3.4145,25.00499,65.25,92.60999,6.16025
13/04/1999,1.07825,119.735,1.6165,1.57106,1.4905,1.491,1218.5,9.505,42.77499,1.6625,3.41275,25.02499,65.22499,92.7,6.105
14/04/1999,1.08025,118.77,1.6118,1.56606,1.4847,1.4941,1213,9.54,42.75,1.6725,3.4145,25,65.22499,93,6.08
15/04/1999,1.07025,119.135,1.6092,1.5767,1.4992,1.4888,1215,9.532,42.79999,1.66,3.4145,24.995,65.29999,92.87999,6.09275
16/04/1999,1.07115,117.77,1.6132,1.55382,1.49655,1.4782,1216,9.48,42.7,1.6725,3.4145,25.05499,65.375,92.87999,6.08
19/04/1999,1.06675,117.575,1.61155,1.53339,1.50075,1.4867,1207.5,9.376,42.84999,1.6795,3.4145,25.05499,65.39999,93.375,6.04375
20/04/1999,1.06275,118.955,1.6093,1.54626,1.50755,1.48925,1185,9.375,42.77499,1.724,3.41875,25.09999,65.42,93.88499,6.07375
21/04/1999,1.0588,119.775,1.60555,1.54236,1.5107,1.4865,1190,9.3585,42.79999,1.73,3.41475,25.06499,65.59999,93.54999,6.08375
22/04/1999,1.06495,119.455,1.61685,1.54622,1.5038,1.4802,1193,9.325,42.79999,1.6975,3.41475,25.06499,65.89999,93.78999,6.09
23/04/1999,1.0605,119.25,1.6155,1.53145,1.5088,1.4755,1190,9.305,42.79999,1.69,3.41475,25.045,65.95,94.21999,6.09275
26/04/1999,1.05925,119.255,1.612,1.5338,1.514,1.4765,1185,9.335,42.79999,1.6995,3.4072,25.125,66.04999,94.23,6.06875
27/04/1999,1.06645,120.285,1.6172,1.54462,1.50755,1.4803,1182.5,9.315,42.81,1.7065,3.41475,25.05499,66.75,94.575,6.06525
28/04/1999,1.06275,119.085,1.6133,1.52708,1.5116,1.4732,1179,9.277,42.79999,1.681,3.41475,25.03999,67.79999,94.52499,6.05775
29/04/1999,1.0613,119.155,1.60925,1.52202,1.518,1.46335,1175.5,9.295,42.81,1.669,3.41475,25.05499,67.84999,93.7,6.04975
30/04/1999,1.057,119.5,1.6095,1.51233,1.524,1.4565,1188.5,9.3,42.81,1.6655,3.4425,25.05499,67.7,94.495,6.0705
03/05/1999,1.0564,120.305,1.60945,1.50893,1.524,1.4472,1190.5,9.265,42.75,1.674,3.4072,25.075,67.64999,94.545,6.06
04/05/1999,1.0633,120.82,1.6287,1.51333,1.5118,1.4522,1196.75,9.285,42.75499,1.684,3.41475,25.12999,67.825,94.2,6.06925
05/05/1999,1.07625,120.465,1.63645,1.51793,1.49425,1.4503,1198,9.28,42.72499,1.683,3.4077,25.045,68.09999,96.20999,6.11325
06/05/1999,1.0784,120.545,1.6397,1.4882,1.49,1.4542,1202.5,9.36,42.75999,1.6775,3.41475,25.00999,68,97.11499,6.085
07/05/1999,1.07565,120.805,1.6295,1.50029,1.4949,1.4576,1202.5,9.305,42.72499,1.6595,3.43525,25.03499,68,99,6.13525
10/05/1999,1.0782,120.58,1.62545,1.49252,1.4907,1.4611,1200.95,9.282,42.72499,1.647,3.41475,25.17999,68,99.92999,6.1675
11/05/1999,1.0707,120.945,1.62315,1.49542,1.5025,1.45225,1198.5,9.265,42.7,1.655,3.4325,25.14999,68.09999,100.65,6.17
12/05/1999,1.065,120.925,1.6173,1.49623,1.5046,1.4593,1206.75,9.29,42.72499,1.6545,3.41275,25.06,68.29999,102.475,6.1965
13/05/1999,1.0654,121.745,1.62035,1.49862,1.50225,1.4576,1206,9.28,42.72499,1.6535,3.41475,25.05499,68.42499,102.475,6.2245
14/05/1999,1.06575,122.855,1.619,1.49822,1.50275,1.4643,1207.5,9.357,42.78,1.655,3.41475,25.06,68.45,106.19,6.21525
17/05/1999,1.0665,123.6,1.6175,1.50475,1.50275,1.4603,1206.75,9.32,42.72499,1.6665,3.41275,25.06,68.7,105.8,6.195
18/05/1999,1.06805,123.255,1.62055,1.48967,1.4995,1.4676,1200.5,9.28,42.72499,1.665,3.41475,25.14499,69.22499,106.375,6.172
19/05/1999,1.06635,124.295,1.61675,1.5108,1.50365,1.469,1199.75,9.315,42.72499,1.671,3.4129,25.03999,69.54999,107.355,6.195
20/05/1999,1.06225,124.385,1.6065,1.51257,1.50925,1.466,1195,9.31,42.72499,1.685,3.41475,25.04999,69.34999,107.2,6.2085
21/05/1999,1.05905,123.97,1.6006,1.50815,1.5165,1.4608,1193.25,9.39,42.72499,1.7,3.43,25.07999,69.59999,105.82,6.219
24/05/1999,1.0605,123.165,1.599,1.52258,1.511,1.45625,1185.5,9.44,42.72499,1.725,3.41275,25.14999,70.04999,105.82,6.22375
25/05/1999,1.0617,122.305,1.6048,1.51826,1.4988,1.46725,1237,9.675,42.72499,1.732,3.4095,25.04999,70.02499,100.915,6.27375
26/05/1999,1.044,122.355,1.59385,1.5377,1.527,1.47025,1191,9.585,42.84999,1.702,3.4129,25.09,70.14999,99.18999,6.2525
27/05/1999,1.0431,120.365,1.598,1.53392,1.527,1.4762,1188.45,9.78,43.22499,1.721,3.41275,25.25,70.14999,99.18999,6.28
28/05/1999,1.04295,121.485,1.60145,1.53382,1.52795,1.47155,1185.85,9.69,43.04999,1.72,3.41275,25.16499,70.5,99.18999,6.2505
31/05/1999,1.04225,121.515,1.603,1.53842,1.527,1.47385,1186.35,9.714,42.84999,1.72,3.4075,25.14999,71.54999,96.88499,6.22
